NNS,0.07232817766180855
IN,0.11539319863354677
VBP,0.015409792914814115
VBN,0.030831030161536745
NNP,0.12534023045069687
TO,0.0219931448451868
VB,0.023089893319752725
DT,0.0938950211434032
NN,0.1390553085487252
CC,0.022617814628526522
JJ,0.07478107946753339
.,0.045616153293011136
VBD,0.03755552885211443
WP,0.0024242909759535514
``,0.0035477428916393435
CD,0.023551481373396126
PRP,0.012701301029799134
VBZ,0.02380421036970914
POS,0.010735737024511851
VBG,0.018239403979194206
RB,0.01931421748426881
",",0.031237303944288992
WRB,0.00208286840734955
PRP$,0.00825422438901573
MD,0.00665011053317235
WDT,0.0035267616164737343
JJR,0.002829611064380089
:,0.0007562796002876342
JJS,0.002893508584202626
WP$,9.441573824524058e-05
RP,0.0023746988710166574
PDT,0.00014019306587929664
NNPS,0.0024042633951136517
EX,0.0006322993379453991
RBS,0.00028229352041001226
LRB,0.0006466047528310416
RRB,0.0006475584471567511
$,0.0010957947802402166
RBR,0.0010061475136235235
;,0.00019646103109615719
UH,2.288866381702802e-05
FW,9.53694325709501e-07
